cd_ibge,ptb_rate,early_ptb_rate,extr_ptb_rate
1100015,0.0017265938619588207,0.00017265938619588208,4.316484654897052e-05
1100023,0.0009607414663552106,0.0001318664757742446,8.477130585487152e-05
1100031,0.0012872379551305626,0.00018389113644722325,0.0
1100049,0.0016388996969804157,0.00021223161543631284,2.358129060403476e-05
1100056,0.001459498905375821,0.00018243736317197763,6.081245439065921e-05
1100064,0.0012325137117150428,0.00018487705675725643,0.0
1100072,0.0007929166116030131,0.0002643055372010044,0.0
1100080,0.0010081209745169421,5.600672080649678e-05,5.600672080649678e-05
1100098,0.0009361250663088589,0.0001560208443848098,3.120416887696196e-05
1100106,0.0024900072079156016,0.00039315903282877927,0.00010921084245243868
1100114,0.001059056861725685,0.00017330021373693027,5.7766737912310095e-05
1100122,0.0019076360167934515,0.0003674544786446402,0.00012509088634711157
1100130,0.0012277156815100902,7.673223009438064e-05,2.5577410031460214e-05
1100148,0.0010753213744562294,4.8878244293464976e-05,0.0
1100155,0.0015410016510731975,0.0001651073197578426,5.50357732526142e-05
1100189,0.0013997914036339683,0.00010978756106933085,0.0
1100205,0.0017458053513649812,0.00031951895074596126,9.43158348587476e-05
1100254,0.0014426297078674842,5.1522489566695864e-05,0.0
1100262,0.0013430029546065002,0.00026860059092130003,0.0
1100288,0.0013893459105699974,0.0001279660707103945,1.8280867244342072e-05
1100296,0.0017696504940274296,0.0001474708745022858,0.0
1100304,0.001159592808472211,0.00022576143173795254,0.00011288071586897627
1100320,0.001439099908420915,0.00013082726440190136,4.360908813396712e-05
1100338,0.0011761938367442955,0.00013442215277077661,0.00010081661457808247
1100346,0.000950957750305665,0.0,0.0
1100379,0.0010584410675134196,7.560293339381567e-05,0.0
1100403,0.0007619410448116577,0.0001428639459021858,4.7621315300728604e-05
1100452,0.0013611731771836556,0.00023114261499345096,5.136502555410021e-05
1100502,0.001599817163752714,0.0,0.0
1100601,0.0009693053311793214,0.00016155088852988692,0.0
1100700,0.0013562709686630024,0.0001427653651224213,0.0
1100809,0.0015779548166108609,0.0001924335142208367,3.848670284416734e-05
1100908,0.0022443090734209684,0.0,0.0
1100924,0.0007348888480617307,9.186110600771634e-05,0.0
1100940,0.0006604474531495088,8.25559316436886e-05,0.0
1101005,0.0007411982705373688,0.0002470660901791229,0.0002470660901791229
1101104,0.0009735202492211838,9.735202492211838e-05,0.0
1101203,0.0008195041999590248,0.0002048760499897562,0.0002048760499897562
1101302,0.0018050541516245488,9.025270758122743e-05,0.0
1101401,0.0011468620579802484,0.0,0.0
1101435,0.0004257130693912303,0.0,0.0
1101450,0.0005044560282495376,0.0,0.0
1101468,0.0022820629849383844,0.0009128251939753537,0.0009128251939753537
1101476,0.0010207553589656345,0.0003402517863218782,0.0
1101484,0.0007575757575757576,0.0001893939393939394,0.0
1101492,0.0020663239592782984,0.0006551758895272654,0.00025199072674125594
1101500,0.0008431703204047217,0.0002529510961214165,8.431703204047218e-05
1101559,0.0009124087591240876,0.0,0.0
1101609,0.000476462740613684,0.0,0.0
1101708,0.0013716245177882555,0.00017145306472353194,0.0
1101757,0.00018135654697134566,0.0,0.0
1101807,0.00042869391254644185,0.0,0.0
1200013,0.0017976031957390147,0.00033288948069241014,6.657789613848202e-05
1200054,0.0028767123287671234,0.000273972602739726,0.000136986301369863
1200104,0.0023599504797276387,0.00042556484060662334,7.737542556484061e-05
1200138,0.005241815844130155,0.0003956087429532193,0.0
1200179,0.004189944134078212,0.0006110335195530726,8.729050279329609e-05
1200203,0.002942753185131112,0.0006957672259418522,0.00020530836175333342
1200252,0.001986535702461097,0.0004966339256152742,0.00011036309458117205
